"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"8157","Good",65,202,20,82,29,0,0,97,1,"4","6",30,0,43,9,0,0,33,9,4,4,0,73
"8158","Good",72,86,6,45,15,0,0,87,25,"6","6",16,3,38,0,2,2,33,-8,4,-8,0,67
"8159","Bad",40,166,3,100,12,11,7,48,1,"0","2",23,1,17,3,5,5,72,-8,11,1,3,87
"8160","Good",87,393,2,110,20,0,0,100,83,"7","8",31,1,42,10,0,0,4,-8,3,-8,0,33
"8161","Bad",72,211,39,121,15,0,0,82,4,"4","6",15,0,41,12,0,0,43,45,3,2,0,83
"8162","Good",87,230,1,83,22,0,0,100,83,"7","8",23,2,22,24,0,0,1,50,1,2,0,42
"8163","Bad",62,-8,14,45,9,5,4,82,29,"0","5",11,0,27,24,1,1,28,-8,3,2,0,63
"8164","Bad",66,-8,2,65,13,1,1,94,33,"6","2",0,2,69,24,2,2,55,95,3,3,0,100
"8165","Good",89,131,29,60,6,0,0,100,83,"7","8",6,0,17,-8,0,0,5,-8,1,1,0,40
"8166","Good",75,194,18,89,12,0,0,100,83,"7","8",12,0,17,3,2,2,87,61,1,2,1,100
"8167","Bad",68,183,15,65,14,0,0,75,8,"4","6",16,0,56,0,0,0,75,-8,4,1,1,71
"8168","Good",87,194,39,88,8,0,0,100,83,"7","8",9,0,56,24,0,0,7,-8,2,1,0,75
"8169","Bad",60,79,6,32,18,0,0,100,83,"7","8",19,6,26,0,4,4,20,100,6,2,1,57
"8170","Good",74,207,4,78,32,0,0,100,83,"7","8",33,2,38,-8,0,0,22,44,8,3,1,79
"8171","Good",90,176,1,80,17,0,0,100,83,"7","8",19,2,53,24,1,1,1,86,2,2,0,50
"8172","Good",83,440,24,190,10,0,0,100,83,"7","8",10,0,20,23,0,0,33,42,2,2,1,50
"8173","Good",78,311,4,134,17,1,1,89,77,"6","2",20,1,11,24,1,1,1,-8,3,-8,0,56
"8174","Good",71,122,4,75,17,4,4,84,73,"6","3",25,3,52,0,1,1,7,76,2,7,0,71
"8175","Bad",72,126,12,64,15,0,0,100,83,"5","8",15,0,47,0,2,2,77,69,4,2,2,75
"8176","Good",70,122,1,64,26,1,1,97,3,"0","2",12,3,30,9,0,0,20,100,3,2,0,38
"8177","Good",78,141,9,64,20,0,0,100,83,"7","8",20,1,35,24,0,0,48,98,1,4,-8,75
"8178","Good",80,146,7,72,40,0,0,100,83,"7","8",43,1,26,2,2,2,29,-8,2,1,0,60
"8179","Good",77,130,5,66,22,2,0,92,31,"6","5",32,3,29,24,3,3,8,100,1,3,0,71
"8180","Bad",62,281,1,54,41,0,0,85,2,"4","6",47,7,47,0,6,5,34,87,7,3,1,67
"8181","Bad",72,293,13,138,4,2,1,83,32,"6","5",6,0,50,0,1,1,0,-8,0,1,-8,50
"8182","Good",87,99,37,99,24,0,0,100,83,"7","8",3,0,29,15,0,0,11,8,1,2,0,38
"8183","Good",88,-8,8,90,23,0,0,100,83,"7","8",0,2,9,-8,0,0,0,92,1,1,0,33
"8184","Bad",64,85,0,13,2,0,0,100,83,"7","8",9,8,33,0,66,66,65,-8,2,3,1,71
"8185","Bad",78,283,3,124,33,0,0,100,83,"7","8",37,1,19,3,1,1,77,-8,18,3,16,92
"8186","Bad",72,397,8,116,59,0,0,100,83,"7","8",60,1,3,4,1,1,10,72,17,1,3,56
"8187","Good",68,252,21,114,15,1,0,88,5,"4","5",17,0,53,24,0,0,23,-8,2,3,0,83
"8188","Bad",65,172,4,68,28,1,0,66,22,"6","5",29,2,28,0,3,3,45,80,8,2,1,71
"8189","Good",84,222,7,101,25,0,0,100,83,"7","8",39,1,24,0,1,1,9,-8,5,1,0,46
"8190","Bad",73,169,6,105,20,0,0,95,21,"6","6",21,1,14,0,0,0,39,21,2,2,0,57
"8191","Good",90,176,30,103,10,0,0,100,83,"7","8",10,0,10,-8,0,0,6,-8,2,1,0,60
"8192","Bad",78,169,2,53,21,0,0,95,24,"6","6",22,1,45,24,0,0,0,78,2,1,0,43
"8193","Bad",77,235,3,75,21,0,0,100,83,"7","8",21,2,29,24,1,1,36,-8,3,2,0,67
"8194","Good",64,116,11,53,18,2,2,90,54,"6","3",20,1,45,24,1,1,72,65,6,5,2,100
"8195","Good",84,150,9,70,28,0,0,100,83,"7","8",28,1,18,0,3,3,0,-8,1,1,0,17
"8196","Good",74,310,4,101,8,1,0,89,14,"6","5",9,2,67,13,0,0,23,63,1,4,0,71
"8197","Good",61,207,3,67,27,0,0,97,3,"4","6",30,2,40,0,3,3,24,71,5,3,0,57
"8198","Bad",63,110,8,62,16,0,0,81,13,"5","6",16,1,44,0,0,0,68,74,4,3,2,88
"8199","Bad",65,140,14,49,12,1,1,100,83,"6","8",12,0,58,0,0,0,66,-8,2,3,0,100
"8200","Bad",60,141,50,94,13,2,2,73,4,"4","6",15,0,27,0,0,0,61,-8,2,1,0,100
"8201","Bad",57,338,3,63,13,2,1,67,13,"6","5",17,1,60,1,2,2,55,90,1,4,1,56
"8202","Bad",78,410,2,93,40,0,0,98,59,"6","6",41,3,27,11,0,0,2,51,11,3,0,54
"8203","Bad",71,208,3,62,28,1,1,97,40,"6","2",29,6,34,0,1,1,27,97,4,3,0,50
"8204","Good",70,411,3,95,70,0,0,99,65,"6","6",72,5,12,2,1,1,23,64,8,2,2,37
"8205","Good",81,204,7,64,13,0,0,93,59,"6","6",14,3,14,5,0,0,11,-8,2,1,0,67
"8206","Bad",91,282,100,209,6,0,0,100,83,"7","8",7,0,43,0,0,0,0,-8,0,-8,-8,0
"8207","Bad",82,212,2,111,16,0,0,100,83,"7","8",28,2,56,2,1,1,33,92,4,3,0,88
"8208","Good",78,149,5,61,43,0,0,100,83,"7","8",44,1,47,1,2,2,9,91,3,9,0,80
"8209","Good",79,177,5,64,21,0,0,96,10,"4","6",23,1,78,0,0,0,0,-8,0,1,-8,50
"8210","Bad",65,206,5,68,30,0,0,97,6,"4","6",68,1,39,1,1,1,63,73,6,3,1,100
"8211","Good",65,150,5,47,24,1,1,84,11,"4","3",36,1,28,0,2,2,51,93,7,2,1,69
"8212","Bad",56,81,2,33,22,0,0,79,0,"4","6",24,7,46,0,0,0,76,-8,3,3,1,100
"8213","Bad",77,158,6,67,16,0,0,94,3,"4","6",17,2,12,0,2,2,10,91,1,2,0,50
"8214","Bad",72,236,5,88,29,1,1,84,10,"4","2",43,1,13,0,3,3,2,3,2,1,0,23
"8215","Good",72,285,1,76,52,0,0,96,19,"6","6",53,7,13,0,3,3,13,58,4,3,1,25
"8216","Good",63,426,3,90,18,4,3,95,36,"6","5",19,2,32,0,2,2,60,69,6,3,1,82
"8217","Bad",85,58,64,118,17,0,0,100,83,"7","8",1,0,41,2,1,1,29,-8,1,-8,0,50
"8218","Good",61,178,12,91,18,2,1,89,2,"3","5",22,0,20,24,0,0,35,20,6,3,0,82
"8219","Bad",56,164,9,88,18,1,1,86,1,"4","2",21,1,33,0,0,0,48,66,4,2,2,75
"8220","Good",75,176,7,97,32,0,0,100,83,"7","8",34,3,21,24,0,0,17,67,9,2,1,67
"8221","Bad",68,104,5,44,22,2,2,92,11,"4","2",24,5,21,0,1,1,36,-8,5,1,1,54
"8222","Bad",66,122,5,72,17,0,0,94,4,"4","6",17,2,24,0,1,1,48,89,3,3,1,50
"8223","Bad",68,259,9,88,21,4,1,77,15,"6","3",26,1,38,0,18,18,27,80,2,3,1,56
"8224","Bad",64,127,7,66,20,5,5,70,6,"4","2",23,1,52,0,0,0,0,79,1,4,-8,86
"8225","Good",85,377,3,121,45,0,0,100,83,"7","8",46,2,46,0,0,0,20,83,6,2,0,67
"8226","Good",90,351,4,110,34,0,0,100,83,"7","8",36,3,44,4,1,1,2,77,1,8,0,53
"8227","Good",59,84,2,33,18,1,1,100,83,"6","8",19,4,53,24,3,3,84,83,6,4,4,92
"8228","Good",65,65,6,31,18,0,0,100,83,"7","8",18,4,22,6,0,0,43,83,6,3,2,82
"8229","Bad",61,281,9,107,22,2,0,79,2,"4","5",24,4,42,6,0,0,86,91,3,3,2,78
"8230","Good",89,348,11,103,11,0,0,100,83,"7","8",11,1,27,10,0,0,10,83,3,1,0,57
"8231","Bad",57,171,2,50,16,1,1,89,9,"4","2",19,3,21,0,4,4,49,79,9,3,2,71
"8232","Good",84,277,8,109,8,0,0,100,83,"7","8",8,1,50,0,0,0,33,-8,2,1,0,100
"8233","Good",79,334,4,119,38,0,0,100,83,"7","8",45,1,32,3,3,3,16,63,5,2,0,37
"8234","Bad",70,130,8,67,11,1,0,92,3,"3","2",12,1,58,0,1,1,45,78,1,2,-8,75
"8235","Bad",83,465,14,138,24,0,0,100,83,"7","8",26,0,38,22,0,0,26,-8,3,-8,0,43
"8236","Good",70,51,11,36,8,0,0,100,83,"7","8",8,1,75,0,1,1,-8,74,-8,2,-8,100
"8237","Good",75,163,7,78,27,0,0,100,83,"7","8",31,1,35,23,0,0,37,67,4,2,2,55
"8238","Good",86,404,1,101,24,0,0,97,16,"6","6",29,3,24,18,0,0,3,48,4,1,0,38
"8239","Bad",72,183,7,63,15,0,0,100,83,"7","8",15,1,40,0,4,4,61,62,2,1,1,38
"8240","Good",73,29,16,23,2,0,0,100,83,"7","8",2,0,50,0,2,2,-8,-8,-8,-8,-8,-8
"8241","Bad",62,185,8,83,58,2,2,92,30,"5","2",60,4,73,0,0,0,109,79,9,8,4,100
"8242","Good",68,269,0,38,12,1,1,88,29,"6","2",10,4,25,4,3,3,35,96,5,2,0,78
"8243","Good",78,294,3,71,28,0,0,100,83,"7","8",28,3,29,2,2,2,51,6,6,2,2,73
"8244","Good",66,130,2,44,12,0,0,92,4,"4","6",13,1,23,0,1,1,32,52,5,2,1,70
"8245","Good",91,340,2,125,16,0,0,100,83,"7","8",18,2,17,-8,0,0,5,-8,1,1,0,29
"8246","Good",69,193,4,68,29,1,1,87,54,"6","4",30,4,50,24,10,10,60,67,2,6,1,89
"8247","Bad",61,125,2,78,27,0,0,93,9,"4","6",29,1,76,2,1,1,92,33,1,5,1,100
"8248","Bad",68,84,4,42,11,1,1,83,20,"6","4",12,1,42,3,2,2,68,15,5,2,1,100
"8249","Bad",68,39,7,24,7,0,0,100,83,"7","8",7,2,29,0,1,0,85,-8,2,1,2,75
"8250","Good",83,150,6,87,15,0,0,100,83,"7","8",15,1,60,1,2,2,25,-8,2,1,0,75
"8251","Bad",70,158,1,135,4,1,1,100,83,"7","8",13,1,80,24,1,1,83,49,1,2,-8,100
"8252","Bad",63,148,2,56,31,1,1,97,67,"6","2",38,5,45,0,3,3,82,-8,9,2,6,92
"8253","Good",77,126,1,53,31,0,0,100,83,"7","8",33,3,24,11,0,0,2,59,3,2,0,56
"8254","Bad",68,178,3,85,21,0,0,100,83,"7","8",22,3,43,2,7,7,66,3,3,3,1,100
"8255","Bad",66,62,1,37,18,0,0,100,83,"7","8",22,3,5,0,1,1,64,-8,9,1,3,85
"8256","Good",85,146,2,82,50,0,0,100,83,"6","7",62,1,47,2,1,1,14,44,4,5,0,56
"8257","Bad",64,133,8,77,16,3,2,76,5,"3","4",21,2,29,0,2,2,32,2,6,2,1,80
"8258","Bad",66,229,3,91,30,0,0,100,83,"7","8",58,3,21,0,1,1,90,86,10,2,8,86
"8259","Good",69,209,5,105,40,0,0,90,28,"6","6",6,6,24,24,2,2,36,87,7,2,2,63
"8260","Bad",69,183,13,88,24,2,2,88,5,"4","6",24,0,33,24,4,3,3,79,2,2,0,57
"8261","Good",76,229,6,99,22,0,0,100,83,"7","8",22,2,59,24,1,0,76,79,2,3,1,67
"8262","Bad",62,398,3,110,17,0,0,82,3,"4","6",16,4,47,24,2,2,74,29,4,3,2,88
"8263","Bad",82,163,18,86,14,0,0,100,83,"7","8",14,0,7,5,1,0,35,70,3,1,0,83
"8264","Good",65,406,1,72,30,1,1,100,83,"6","8",40,5,48,2,2,2,47,65,6,5,0,79
"8265","Good",64,60,11,26,6,1,0,86,11,"3","5",7,1,43,0,0,0,95,-8,2,1,0,75
"8266","Bad",61,328,3,98,15,1,1,94,33,"0","6",16,2,31,14,0,0,48,43,2,2,0,50
"8267","Good",82,186,5,91,31,0,0,97,21,"6","6",31,2,19,11,0,0,4,87,1,1,0,14
"8268","Bad",69,184,15,76,9,2,2,82,49,"6","2",11,0,27,0,0,0,66,-8,4,-8,2,57
"8269","Bad",65,287,2,82,22,0,0,100,83,"7","8",23,3,35,0,1,1,98,96,10,3,4,100
"8270","Good",75,138,5,68,28,0,0,100,83,"7","8",29,2,54,2,1,1,0,82,1,14,0,79
"8271","Good",64,115,0,45,32,2,1,98,16,"6","5",40,6,38,5,0,0,12,89,7,8,0,71
"8272","Good",77,145,3,66,20,0,0,95,61,"6","6",25,2,35,24,0,0,22,66,4,3,0,70
"8273","Good",84,273,16,92,23,0,0,100,83,"7","8",23,0,17,0,1,1,19,-8,2,2,0,40
"8274","Bad",61,264,11,110,12,4,3,69,4,"2","4",16,2,38,0,2,2,2,-8,1,1,0,33
"8275","Good",83,493,11,135,15,0,0,94,83,"5","7",16,1,44,7,0,0,20,81,3,1,0,44
"8276","Bad",78,265,32,115,11,0,0,100,83,"7","8",11,0,64,-8,0,0,80,-8,2,1,-8,100
"8277","Bad",71,201,5,71,34,0,0,100,83,"7","8",37,3,43,0,2,2,49,98,6,3,1,82
"8278","Good",85,211,5,73,19,0,0,100,83,"7","8",33,4,11,0,1,1,17,-8,3,1,0,33
"8279","Good",89,388,11,187,16,0,0,100,83,"7","8",16,1,13,-8,0,0,16,-8,4,-8,0,45
"8280","Good",58,135,15,71,17,1,1,83,2,"4","2",18,0,33,15,0,0,45,-8,2,1,0,75
"8281","Good",71,266,2,62,21,0,0,91,5,"4","6",22,3,23,24,0,0,17,97,2,2,0,33
"8282","Good",86,120,12,68,25,0,0,100,83,"7","8",25,0,40,0,1,1,1,-8,3,1,0,50
"8283","Good",85,197,4,81,26,0,0,100,83,"7","8",26,3,19,24,3,3,4,6,2,2,0,29
"8284","Good",75,201,2,65,31,0,0,97,44,"6","6",46,6,30,12,0,0,30,76,4,3,1,36
"8285","Good",81,191,10,86,16,0,0,100,83,"6","7",17,1,41,13,0,0,24,-8,1,1,-8,40
"8286","Good",90,178,47,100,16,0,0,100,83,"7","8",16,0,56,1,1,1,0,-8,0,1,0,50
"8287","Bad",62,91,2,41,8,2,2,100,83,"0","8",9,3,44,0,0,0,91,73,3,2,2,100
"8288","Good",76,188,0,71,47,0,0,98,40,"6","6",49,6,10,2,1,1,2,45,15,2,0,53
"8289","Good",68,106,3,54,29,1,1,87,51,"6","2",31,2,65,0,1,1,85,73,3,5,2,100
"8290","Bad",54,225,0,79,44,3,2,75,3,"3","2",63,6,25,1,5,5,18,77,10,4,0,80
"8291","Good",57,151,22,102,4,6,6,60,80,"6","2",10,0,100,0,1,1,-8,-8,-8,1,-8,100
"8292","Good",70,207,5,58,12,1,1,100,83,"6","8",14,3,29,1,4,4,2,-8,1,1,0,29
"8293","Bad",70,116,2,65,26,0,0,96,37,"6","6",27,4,52,0,2,2,44,70,7,4,0,92
"8294","Good",77,265,4,105,50,1,1,98,61,"6","3",58,1,38,12,0,0,15,64,8,4,2,59
"8295","Good",79,168,4,54,25,0,0,100,83,"7","8",29,3,34,0,0,0,40,47,5,2,2,88
"8296","Good",88,74,2,120,23,0,0,100,83,"7","8",13,2,25,3,1,1,2,61,3,1,0,56
"8297","Bad",72,198,13,91,16,0,0,94,53,"6","6",18,0,39,0,1,1,88,86,5,2,2,100
"8298","Bad",66,398,4,77,48,0,0,94,1,"4","6",49,5,16,0,2,2,14,56,11,2,1,52
"8299","Good",66,132,3,36,34,0,0,100,83,"7","8",34,3,26,10,0,0,66,81,21,4,5,96
"8300","Good",75,355,9,103,36,1,0,89,10,"4","5",38,1,8,24,0,0,18,-8,8,1,0,45
"8301","Good",72,238,8,110,14,1,0,93,3,"3","5",31,1,20,4,2,2,8,-8,5,-8,0,56
"8302","Bad",85,276,6,95,27,0,0,96,27,"6","6",28,3,21,0,0,0,6,90,4,2,0,32
"8303","Good",66,60,25,115,34,1,0,97,0,"3","5",2,0,29,-8,0,0,1,52,3,6,0,38
"8304","Good",85,132,7,62,29,0,0,100,83,"6","7",29,2,21,24,0,0,1,79,3,3,0,67
"8305","Good",85,140,6,84,14,0,0,100,83,"7","8",14,1,29,24,0,0,6,62,2,2,0,57
"8306","Bad",72,-8,2,70,16,0,0,100,83,"7","8",17,1,29,0,3,3,68,66,4,2,2,86
"8307","Bad",39,80,11,11,0,2,2,0,1,"0","2",11,1,0,0,4,4,-8,-8,-8,-8,-8,-8
"8308","Good",74,194,10,91,35,0,0,100,83,"7","8",36,1,47,0,5,5,23,76,4,5,2,56
"8309","Good",87,241,2,93,17,0,0,100,83,"7","8",18,4,17,24,1,1,7,-8,5,1,1,50
"8310","Bad",65,156,7,42,11,2,2,100,83,"6","8",11,2,55,0,1,1,59,29,5,2,3,100
"8311","Bad",73,379,1,129,23,4,3,86,42,"6","2",29,1,52,0,3,3,33,-8,7,2,1,69
"8312","Bad",70,21,7,14,4,0,0,100,83,"7","8",4,2,75,0,6,6,-8,89,-8,2,-8,100
"8313","Bad",72,137,3,78,14,1,1,63,14,"6","3",16,2,25,0,3,3,1,-8,1,1,0,38
"8314","Good",88,191,51,127,17,0,0,100,83,"7","8",35,0,44,0,2,2,5,-8,2,1,0,60
"8315","Bad",72,7,4,6,2,0,0,100,83,"7","8",2,2,0,0,4,4,66,-8,2,-8,0,100
"8316","Good",83,348,2,100,61,0,0,98,24,"6","6",67,4,35,1,1,1,6,62,7,4,0,52
"8317","Bad",40,177,1,64,4,14,10,29,2,"0","2",17,3,53,24,8,8,106,97,1,2,1,100
"8318","Bad",57,117,3,36,10,0,0,70,3,"4","6",10,2,50,1,1,1,98,69,2,3,1,83
"8319","Bad",70,73,1,33,8,0,0,100,83,"7","8",9,2,0,0,2,2,67,-8,5,-8,2,83
"8320","Bad",67,374,2,77,49,1,0,89,32,"6","5",56,13,48,0,0,0,53,96,9,6,0,83
"8321","Bad",67,64,1,26,18,0,0,100,83,"7","8",19,6,53,24,0,0,55,75,5,7,1,92
"8322","Good",72,413,10,70,31,0,0,97,54,"6","6",31,2,74,0,1,1,25,-8,2,1,1,43
"8323","Good",81,307,24,96,26,0,0,100,83,"7","8",50,0,27,1,1,1,20,-8,5,1,1,55
"8324","Good",77,183,4,76,31,0,0,100,83,"7","8",32,3,9,3,1,1,34,-8,4,1,2,45
"8325","Good",85,246,56,166,6,0,0,100,83,"7","8",6,0,17,0,2,2,0,-8,1,-8,-8,33
"8326","Bad",65,421,2,133,30,1,0,88,4,"4","5",34,1,47,0,0,0,30,83,7,3,2,100
"8327","Good",88,342,50,256,7,0,0,100,83,"7","8",7,0,0,0,0,0,12,-8,3,-8,0,60
"8328","Good",77,198,12,94,18,2,2,95,52,"6","2",22,0,41,8,0,0,0,85,0,2,0,67
"8329","Good",89,328,17,132,34,0,0,97,41,"6","6",35,0,14,-8,0,0,1,-8,3,2,0,31
"8330","Good",71,167,31,84,21,0,0,96,37,"6","6",23,0,13,24,0,0,55,-8,5,1,3,60
"8331","Bad",61,222,3,63,43,1,0,91,9,"4","5",46,9,41,4,2,2,57,5,7,4,3,61
"8332","Bad",90,427,1,133,6,0,0,100,83,"7","8",7,1,0,0,1,1,5,-8,5,-8,0,71
"8333","Good",65,61,2,26,13,1,1,100,83,"6","8",14,3,36,1,1,1,57,32,8,3,1,92
"8334","Bad",74,119,11,39,4,0,0,100,83,"7","8",4,1,75,0,0,0,64,75,1,2,0,100
"8335","Bad",50,202,2,55,32,3,2,84,3,"0","5",39,6,36,0,5,5,69,97,6,6,1,63
"8336","Bad",75,98,3,56,20,0,0,95,69,"6","6",20,2,20,0,0,0,16,-8,3,-8,1,33
"8337","Bad",65,377,3,113,34,0,0,97,18,"6","6",34,2,44,0,1,1,45,68,8,4,2,71
"8338","Good",88,265,18,133,18,0,0,100,83,"7","8",22,0,42,4,3,1,5,-8,3,1,0,80
"8339","Good",70,259,3,47,21,0,0,100,83,"7","8",21,5,19,2,2,2,55,-8,1,3,1,80
"8340","Good",72,-8,5,79,20,0,0,100,83,"7","8",0,3,55,4,1,1,61,76,3,7,1,91
"8341","Bad",71,68,4,33,10,0,0,100,83,"7","8",10,4,50,0,0,0,58,71,5,4,0,100
"8342","Good",74,148,9,89,17,1,1,95,50,"6","2",19,1,47,0,2,1,12,-8,1,1,0,40
"8343","Bad",62,267,106,181,6,4,3,71,8,"4","5",7,0,14,24,0,0,95,-8,1,1,1,67
"8344","Bad",66,287,12,82,25,1,1,85,8,"0","2",26,0,23,8,0,0,36,-8,7,1,2,47
"8345","Good",74,110,10,62,37,0,0,100,83,"7","8",39,1,46,6,0,0,80,99,2,4,2,75
"8346","Good",78,361,1,115,24,0,0,100,83,"7","8",25,3,44,0,1,1,17,96,4,5,1,64
"8347","Good",77,118,5,58,36,0,0,97,56,"6","6",38,2,11,5,0,0,6,42,1,2,0,27
"8348","Good",80,188,11,71,36,0,0,100,83,"7","8",36,2,39,0,7,7,15,-8,1,1,0,25
"8349","Bad",77,183,13,77,16,0,0,100,83,"7","8",16,0,19,0,2,2,37,84,1,1,0,33
"8350","Bad",69,218,1,52,15,0,0,100,83,"7","8",35,6,25,9,0,0,71,69,7,3,2,91
"8351","Good",72,157,1,66,48,0,0,96,22,"6","6",53,6,17,0,1,1,16,87,5,4,2,39
"8352","Good",84,238,4,121,15,0,0,100,83,"7","8",15,1,13,0,2,2,26,-8,4,1,0,56
"8353","Bad",58,25,1,10,3,0,0,100,83,"7","8",4,3,25,0,4,4,85,-8,1,1,1,75
"8354","Bad",72,196,6,93,39,1,0,95,37,"6","5",41,3,29,0,0,0,34,70,8,3,2,55
"8355","Good",75,360,4,68,42,0,0,100,83,"7","8",22,3,14,0,1,1,11,79,10,2,0,48
"8356","Bad",63,405,11,84,15,1,0,82,57,"6","5",17,1,35,0,0,0,76,91,6,2,4,80
"8357","Good",79,100,12,48,14,0,0,100,83,"7","8",14,0,29,0,0,0,30,-8,1,1,0,33
"8358","Good",86,467,10,123,25,0,0,96,17,"6","6",26,1,31,9,0,0,3,34,4,1,0,50
"8359","Good",86,141,2,64,14,0,0,100,83,"7","8",18,3,72,2,3,3,0,90,0,3,0,60
"8360","Bad",79,181,1,91,12,0,0,100,83,"7","8",14,1,21,0,4,3,66,39,3,2,1,71
"8361","Good",93,264,6,124,15,0,0,100,83,"7","8",26,1,0,24,0,0,0,-8,1,-8,0,9
"8362","Bad",70,147,6,51,17,0,0,100,83,"7","8",17,3,59,24,0,0,50,91,3,3,1,67
"8363","Bad",69,179,6,69,25,1,1,100,83,"6","8",25,4,32,0,1,1,43,77,6,3,3,75
"8364","Good",82,139,10,87,21,0,0,100,83,"7","8",22,2,27,1,2,2,12,42,1,2,0,44
"8365","Bad",72,410,2,147,7,1,1,100,83,"6","8",10,2,38,0,6,6,6,98,1,1,0,50
"8366","Good",85,168,9,72,41,0,0,100,83,"6","7",44,1,41,24,2,2,3,56,3,2,0,42
"8367","Good",67,101,6,39,15,0,0,100,83,"7","8",15,2,33,5,1,1,70,-8,7,1,2,89
"8368","Good",68,269,8,87,26,0,0,85,8,"4","6",27,3,48,5,0,0,39,81,6,4,1,83
"8369","Good",82,161,7,77,58,0,0,98,-8,"6","6",58,2,12,1,1,1,6,64,4,3,0,33
"8370","Bad",69,176,8,73,31,0,0,97,-8,"6","6",32,4,38,0,0,0,72,96,6,3,4,75
"8371","Good",90,396,7,121,23,0,0,100,83,"7","8",23,1,22,7,0,0,1,-8,1,1,0,20
"8372","Bad",74,101,4,59,13,0,0,100,83,"7","8",14,1,50,24,2,2,47,57,2,3,1,100
"8373","Good",83,287,4,91,26,0,0,100,83,"7","8",27,3,42,1,1,1,11,71,3,2,0,58
"8374","Good",73,44,5,18,20,0,0,100,83,"7","8",20,10,35,24,0,0,23,95,5,3,0,67
"8375","Bad",56,167,7,75,31,0,0,88,2,"4","6",33,1,42,0,1,1,74,62,11,2,2,93
"8376","Good",81,169,7,84,30,0,0,100,83,"7","8",31,1,32,24,0,0,3,95,2,3,0,36
"8377","Bad",88,-8,10,98,23,0,0,100,83,"7","8",38,1,29,24,2,2,1,35,6,2,0,73
"8378","Good",76,266,5,98,27,0,0,97,10,"4","6",31,2,42,0,0,0,8,81,5,4,1,56
"8379","Good",67,37,5,19,18,0,0,100,83,"7","8",18,5,6,0,2,2,30,-8,10,1,1,65
"8380","Bad",64,283,3,111,13,3,2,82,62,"6","2",17,1,59,0,5,5,60,50,2,1,1,60
"8381","Bad",71,135,24,73,21,2,1,87,15,"6","4",23,0,4,0,0,0,26,-8,4,1,1,55
"8382","Good",73,162,3,110,14,1,0,73,32,"6","5",15,3,7,3,2,2,16,-8,5,1,0,67
"8383","Bad",56,91,16,54,4,6,2,27,12,"6","3",11,0,55,0,8,8,104,86,2,1,1,100
"8384","Bad",71,200,23,94,25,0,0,71,5,"4","6",28,0,36,8,0,0,3,14,2,2,0,44
"8385","Bad",55,174,19,86,9,1,0,70,2,"3","5",10,0,20,0,0,0,50,75,3,1,3,57
"8386","Bad",76,246,24,108,14,0,0,87,1,"4","6",15,0,13,0,0,0,2,-8,1,1,0,33
"8387","Good",81,206,1,103,30,0,0,100,83,"6","7",34,4,52,5,0,0,16,93,4,7,1,61
"8388","Good",72,370,4,70,20,0,0,100,83,"7","8",20,3,40,0,1,1,73,50,2,7,2,83
"8389","Good",90,208,14,87,13,0,0,100,83,"7","8",14,0,29,13,0,0,15,82,1,2,0,38
"8390","Bad",72,245,2,89,32,1,0,91,44,"6","5",35,2,23,2,1,1,26,65,5,4,1,56
"8391","Good",82,171,3,84,26,0,0,96,22,"6","6",27,2,44,4,2,2,3,48,2,4,0,54
"8392","Bad",56,246,7,83,18,1,1,77,3,"1","3",23,1,36,24,0,0,49,94,3,1,1,80
"8393","Bad",82,495,3,92,29,0,0,100,83,"7","8",29,4,24,5,0,0,9,-8,5,2,0,35
"8394","Good",78,265,21,143,37,0,0,100,83,"7","8",38,0,21,2,3,3,47,-8,10,1,1,63
"8395","Good",90,172,30,84,9,0,0,100,83,"7","8",9,0,33,24,0,0,4,-8,1,1,0,29
"8396","Good",69,272,7,90,11,1,1,92,9,"0","2",12,2,42,0,0,0,35,95,3,1,1,71
"8397","Good",88,164,12,90,19,0,0,100,83,"7","8",19,0,32,0,0,0,2,60,1,3,0,36
"8398","Good",83,375,18,143,13,0,0,92,35,"6","6",13,0,15,-8,0,0,6,-8,1,-8,0,33
"8399","Bad",66,178,17,110,4,3,3,67,6,"4","3",6,0,17,24,0,0,41,46,1,1,1,75
"8400","Bad",72,162,2,54,15,0,0,95,64,"6","6",14,8,21,24,1,1,40,57,10,2,1,92
"8401","Bad",83,196,17,84,6,0,0,100,83,"7","8",7,0,0,24,0,0,14,-8,4,-8,1,100
"8402","Bad",66,205,4,123,5,1,1,100,83,"6","8",5,2,40,4,5,5,83,80,1,2,1,100
"8403","Bad",60,247,2,73,31,0,0,97,72,"6","6",45,2,50,24,2,2,83,72,12,4,6,94
"8404","Good",82,193,14,74,13,0,0,100,83,"7","8",13,0,38,0,0,0,21,60,3,2,2,63
